ID,Sex,Sex Label,Characteristics,Characteristics Label,Periods,Period Label,VictimsMurderManslaughter_1,VictimsMurderManslaughterRelative_2
1180,4000,Female,A048760,Method: Stabbing or battle weapon,2000JJ00,2000,25,
1181,4000,Female,A048760,Method: Stabbing or battle weapon,2001JJ00,2001,38,
1182,4000,Female,A048760,Method: Stabbing or battle weapon,2002JJ00,2002,21,
1183,4000,Female,A048760,Method: Stabbing or battle weapon,2003JJ00,2003,35,
1184,4000,Female,A048760,Method: Stabbing or battle weapon,2004JJ00,2004,17,
1185,4000,Female,A048760,Method: Stabbing or battle weapon,2005JJ00,2005,26,
1186,4000,Female,A048760,Method: Stabbing or battle weapon,2006JJ00,2006,23,
1187,4000,Female,A048760,Method: Stabbing or battle weapon,2007JJ00,2007,20,
1188,4000,Female,A048760,Method: Stabbing or battle weapon,2008JJ00,2008,21,
1189,4000,Female,A048760,Method: Stabbing or battle weapon,2009JJ00,2009,21,
1190,4000,Female,A048760,Method: Stabbing or battle weapon,2010JJ00,2010,28,
1191,4000,Female,A048760,Method: Stabbing or battle weapon,2011JJ00,2011,21,
1192,4000,Female,A048760,Method: Stabbing or battle weapon,2012JJ00,2012,27,
1193,4000,Female,A048760,Method: Stabbing or battle weapon,2013JJ00,2013,25,
1194,4000,Female,A048760,Method: Stabbing or battle weapon,2014JJ00,2014,18,
1195,4000,Female,A048760,Method: Stabbing or battle weapon,2015JJ00,2015,22,
1196,4000,Female,A048760,Method: Stabbing or battle weapon,2016JJ00,2016,16,
1197,4000,Female,A048760,Method: Stabbing or battle weapon,2017JJ00,2017,21,
1198,4000,Female,A048760,Method: Stabbing or battle weapon,2018JJ00,2018,20,
1199,4000,Female,A048760,Method: Stabbing or battle weapon,2019JJ00,2019,20,
1200,4000,Female,A048760,Method: Stabbing or battle weapon,2020JJ00,2020,15,
1201,4000,Female,A048760,Method: Stabbing or battle weapon,2021JJ00,2021,14,
1202,4000,Female,A048760,Method: Stabbing or battle weapon,2022JJ00,2022,22,
1203,4000,Female,A048760,Method: Stabbing or battle weapon,2023JJ00,2023,17,
1204,4000,Female,A048761,Method: Other or unknown,1996JJ00,1996,13,
1205,4000,Female,A048761,Method: Other or unknown,1997JJ00,1997,14,
1206,4000,Female,A048761,Method: Other or unknown,1998JJ00,1998,7,
1207,4000,Female,A048761,Method: Other or unknown,1999JJ00,1999,8,
1208,4000,Female,A048761,Method: Other or unknown,2000JJ00,2000,17,
1209,4000,Female,A048761,Method: Other or unknown,2001JJ00,2001,24,
1210,4000,Female,A048761,Method: Other or unknown,2002JJ00,2002,16,
1211,4000,Female,A048761,Method: Other or unknown,2003JJ00,2003,19,
1212,4000,Female,A048761,Method: Other or unknown,2004JJ00,2004,12,
1213,4000,Female,A048761,Method: Other or unknown,2005JJ00,2005,15,
1214,4000,Female,A048761,Method: Other or unknown,2006JJ00,2006,16,
1215,4000,Female,A048761,Method: Other or unknown,2007JJ00,2007,7,
1216,4000,Female,A048761,Method: Other or unknown,2008JJ00,2008,7,
1217,4000,Female,A048761,Method: Other or unknown,2009JJ00,2009,8,
1218,4000,Female,A048761,Method: Other or unknown,2010JJ00,2010,4,
1219,4000,Female,A048761,Method: Other or unknown,2011JJ00,2011,4,
1220,4000,Female,A048761,Method: Other or unknown,2012JJ00,2012,3,
1221,4000,Female,A048761,Method: Other or unknown,2013JJ00,2013,11,
1222,4000,Female,A048761,Method: Other or unknown,2014JJ00,2014,2,
1223,4000,Female,A048761,Method: Other or unknown,2015JJ00,2015,1,
1224,4000,Female,A048761,Method: Other or unknown,2016JJ00,2016,2,
1225,4000,Female,A048761,Method: Other or unknown,2017JJ00,2017,4,
1226,4000,Female,A048761,Method: Other or unknown,2018JJ00,2018,0,
1227,4000,Female,A048761,Method: Other or unknown,2019JJ00,2019,2,
1228,4000,Female,A048761,Method: Other or unknown,2020JJ00,2020,1,
1229,4000,Female,A048761,Method: Other or unknown,2021JJ00,2021,2,
1230,4000,Female,A048761,Method: Other or unknown,2022JJ00,2022,5,
1231,4000,Female,A048761,Method: Other or unknown,2023JJ00,2023,5,
1232,4000,Female,A048762,Location: house of the victim or others,1996JJ00,1996,39,
1233,4000,Female,A048762,Location: house of the victim or others,1997JJ00,1997,33,
1234,4000,Female,A048762,Location: house of the victim or others,1998JJ00,1998,22,
1235,4000,Female,A048762,Location: house of the victim or others,1999JJ00,1999,30,
1236,4000,Female,A048762,Location: house of the victim or others,2000JJ00,2000,47,
1237,4000,Female,A048762,Location: house of the victim or others,2001JJ00,2001,65,
1238,4000,Female,A048762,Location: house of the victim or others,2002JJ00,2002,44,
1239,4000,Female,A048762,Location: house of the victim or others,2003JJ00,2003,54,
1240,4000,Female,A048762,Location: house of the victim or others,2004JJ00,2004,39,
1241,4000,Female,A048762,Location: house of the victim or others,2005JJ00,2005,52,
1242,4000,Female,A048762,Location: house of the victim or others,2006JJ00,2006,34,
1243,4000,Female,A048762,Location: house of the victim or others,2007JJ00,2007,39,
1244,4000,Female,A048762,Location: house of the victim or others,2008JJ00,2008,44,
1245,4000,Female,A048762,Location: house of the victim or others,2009JJ00,2009,36,
1246,4000,Female,A048762,Location: house of the victim or others,2010JJ00,2010,51,
1247,4000,Female,A048762,Location: house of the victim or others,2011JJ00,2011,42,
1248,4000,Female,A048762,Location: house of the victim or others,2012JJ00,2012,44,
1249,4000,Female,A048762,Location: house of the victim or others,2013JJ00,2013,49,
1250,4000,Female,A048762,Location: house of the victim or others,2014JJ00,2014,25,
1251,4000,Female,A048762,Location: house of the victim or others,2015JJ00,2015,35,
1252,4000,Female,A048762,Location: house of the victim or others,2016JJ00,2016,26,
1253,4000,Female,A048762,Location: house of the victim or others,2017JJ00,2017,33,
1254,4000,Female,A048762,Location: house of the victim or others,2018JJ00,2018,41,
1255,4000,Female,A048762,Location: house of the victim or others,2019JJ00,2019,33,
1256,4000,Female,A048762,Location: house of the victim or others,2020JJ00,2020,42,
1257,4000,Female,A048762,Location: house of the victim or others,2021JJ00,2021,31,
1258,4000,Female,A048762,Location: house of the victim or others,2022JJ00,2022,38,
1259,4000,Female,A048762,Location: house of the victim or others,2023JJ00,2023,31,
1260,4000,Female,A048763,Location:  for trade and services,1996JJ00,1996,0,
1261,4000,Female,A048763,Location:  for trade and services,1997JJ00,1997,1,
1262,4000,Female,A048763,Location:  for trade and services,1998JJ00,1998,1,
1263,4000,Female,A048763,Location:  for trade and services,1999JJ00,1999,0,
1264,4000,Female,A048763,Location:  for trade and services,2000JJ00,2000,1,
1265,4000,Female,A048763,Location:  for trade and services,2001JJ00,2001,1,
1266,4000,Female,A048763,Location:  for trade and services,2002JJ00,2002,1,
1267,4000,Female,A048763,Location:  for trade and services,2003JJ00,2003,1,
1268,4000,Female,A048763,Location:  for trade and services,2004JJ00,2004,1,
1269,4000,Female,A048763,Location:  for trade and services,2005JJ00,2005,2,
1270,4000,Female,A048763,Location:  for trade and services,2006JJ00,2006,4,
1271,4000,Female,A048763,Location:  for trade and services,2007JJ00,2007,4,
1272,4000,Female,A048763,Location:  for trade and services,2008JJ00,2008,0,
1273,4000,Female,A048763,Location:  for trade and services,2009JJ00,2009,2,
1274,4000,Female,A048763,Location:  for trade and services,2010JJ00,2010,2,
1275,4000,Female,A048763,Location:  for trade and services,2011JJ00,2011,8,
1276,4000,Female,A048763,Location:  for trade and services,2012JJ00,2012,1,
1277,4000,Female,A048763,Location:  for trade and services,2013JJ00,2013,2,
1278,4000,Female,A048763,Location:  for trade and services,2014JJ00,2014,0,
1279,4000,Female,A048763,Location:  for trade and services,2015JJ00,2015,0,
1280,4000,Female,A048763,Location:  for trade and services,2016JJ00,2016,0,
1281,4000,Female,A048763,Location:  for trade and services,2017JJ00,2017,1,
1282,4000,Female,A048763,Location:  for trade and services,2018JJ00,2018,0,
1283,4000,Female,A048763,Location:  for trade and services,2019JJ00,2019,1,
1284,4000,Female,A048763,Location:  for trade and services,2020JJ00,2020,0,
1285,4000,Female,A048763,Location:  for trade and services,2021JJ00,2021,0,
1286,4000,Female,A048763,Location:  for trade and services,2022JJ00,2022,1,
1287,4000,Female,A048763,Location:  for trade and services,2023JJ00,2023,1,
1288,4000,Female,A048764,Location: public road,1996JJ00,1996,2,
1289,4000,Female,A048764,Location: public road,1997JJ00,1997,5,
1290,4000,Female,A048764,Location: public road,1998JJ00,1998,3,
1291,4000,Female,A048764,Location: public road,1999JJ00,1999,8,
1292,4000,Female,A048764,Location: public road,2000JJ00,2000,4,
1293,4000,Female,A048764,Location: public road,2001JJ00,2001,7,
1294,4000,Female,A048764,Location: public road,2002JJ00,2002,9,
1295,4000,Female,A048764,Location: public road,2003JJ00,2003,11,
1296,4000,Female,A048764,Location: public road,2004JJ00,2004,10,
1297,4000,Female,A048764,Location: public road,2005JJ00,2005,5,
1298,4000,Female,A048764,Location: public road,2006JJ00,2006,6,
1299,4000,Female,A048764,Location: public road,2007JJ00,2007,3,
1300,4000,Female,A048764,Location: public road,2008JJ00,2008,4,
1301,4000,Female,A048764,Location: public road,2009JJ00,2009,5,
1302,4000,Female,A048764,Location: public road,2010JJ00,2010,2,
1303,4000,Female,A048764,Location: public road,2011JJ00,2011,1,
1304,4000,Female,A048764,Location: public road,2012JJ00,2012,3,
1305,4000,Female,A048764,Location: public road,2013JJ00,2013,5,
1306,4000,Female,A048764,Location: public road,2014JJ00,2014,5,
1307,4000,Female,A048764,Location: public road,2015JJ00,2015,3,
1308,4000,Female,A048764,Location: public road,2016JJ00,2016,4,
1309,4000,Female,A048764,Location: public road,2017JJ00,2017,3,
1310,4000,Female,A048764,Location: public road,2018JJ00,2018,1,
1311,4000,Female,A048764,Location: public road,2019JJ00,2019,5,
1312,4000,Female,A048764,Location: public road,2020JJ00,2020,0,
1313,4000,Female,A048764,Location: public road,2021JJ00,2021,3,
1314,4000,Female,A048764,Location: public road,2022JJ00,2022,2,
1315,4000,Female,A048764,Location: public road,2023JJ00,2023,3,
1316,4000,Female,A048765,Location: other or unknown location,1996JJ00,1996,28,
1317,4000,Female,A048765,Location: other or unknown location,1997JJ00,1997,28,
1318,4000,Female,A048765,Location: other or unknown location,1998JJ00,1998,24,
1319,4000,Female,A048765,Location: other or unknown location,1999JJ00,1999,24,
1320,4000,Female,A048765,Location: other or unknown location,2000JJ00,2000,18,
1321,4000,Female,A048765,Location: other or unknown location,2001JJ00,2001,13,
1322,4000,Female,A048765,Location: other or unknown location,2002JJ00,2002,11,
1323,4000,Female,A048765,Location: other or unknown location,2003JJ00,2003,22,
1324,4000,Female,A048765,Location: other or unknown location,2004JJ00,2004,9,
1325,4000,Female,A048765,Location: other or unknown location,2005JJ00,2005,8,
1326,4000,Female,A048765,Location: other or unknown location,2006JJ00,2006,12,
1327,4000,Female,A048765,Location: other or unknown location,2007JJ00,2007,5,
1328,4000,Female,A048765,Location: other or unknown location,2008JJ00,2008,2,
1329,4000,Female,A048765,Location: other or unknown location,2009JJ00,2009,6,
1330,4000,Female,A048765,Location: other or unknown location,2010JJ00,2010,2,
1331,4000,Female,A048765,Location: other or unknown location,2011JJ00,2011,3,
1332,4000,Female,A048765,Location: other or unknown location,2012JJ00,2012,5,
1333,4000,Female,A048765,Location: other or unknown location,2013JJ00,2013,2,
1334,4000,Female,A048765,Location: other or unknown location,2014JJ00,2014,1,
1335,4000,Female,A048765,Location: other or unknown location,2015JJ00,2015,5,
1336,4000,Female,A048765,Location: other or unknown location,2016JJ00,2016,4,
1337,4000,Female,A048765,Location: other or unknown location,2017JJ00,2017,9,
1338,4000,Female,A048765,Location: other or unknown location,2018JJ00,2018,1,
1339,4000,Female,A048765,Location: other or unknown location,2019JJ00,2019,5,
1340,4000,Female,A048765,Location: other or unknown location,2020JJ00,2020,2,
1341,4000,Female,A048765,Location: other or unknown location,2021JJ00,2021,4,
1342,4000,Female,A048765,Location: other or unknown location,2022JJ00,2022,7,
1343,4000,Female,A048765,Location: other or unknown location,2023JJ00,2023,6,
